IEPP;DRE;EPP;EDIL;PRIVE;ENSEMBLE;urbain; accs ;"Année 2
EFF CP1  - garçons";"Année 2
EFF CP2 - garçons";"Année 2
EFF CE1 - garçons";"Année 2
EFF CE2 - garçons";"Année 2
EFF CM1 - garçons";"Année 2
EFF CM2 - garçons";"Année 2
Total Eff garçons";"Année 2
EFF CP1  - filles";"Année 2
EFF CP2 - filles";"Année 2
EFF CE1 - filles";"Année 2
EFF CE2 - filles";"Année 2
EFF CM1 - filles";"Année 2
EFF CM2 - filles";"Année 2
Total Eff filles";Annee_2_Total_Eff;"Année 2
NR CP1  - garçons";"Année 2
NR CP2 - garçons";"Année 2
NR CE1 - garçons";"Année 2
NR CE2 - garçons";"Année 2
NR CM1 - garçons";"Année 2
NR CM2 - garçons";"Année 2
NR CP1  - filles";"Année 2
NR CP2 - filles";"Année 2
NR CE1 - filles";"Année 2
NR CE2 - filles";"Année 2
NR CM1 - filles";"Année 2
NR CM2 - filles";"Année 1
EFF CP1  - garçons";"Année 1
EFF CP2 - garçons";"Année 1
EFF CE1 - garçons";"Année 1
EFF CE2 - garçons";"Année 1
EFF CM1 - garçons";"Anné+AR2:AR61e 1
EFF CM2 - garçons";Année1 Eff Total FILLES;"Année 1
EFF CP1  - filles";"Année 1
EFF CP2 - filles";"Année 1
EFF CE1 - filles";"Année 1
EFF CE2 - filles";"Année 1
EFF CM1 - filles";"Année 1
EFF CM2 - filles";LECT_CP1;LECT_CP2;LECT_CE1;LECT_CE2;LECT_CM1;LECT_CM2;CALC_CP1;CALC_CP2;CALC_CE1;CALC_CE2;CALC_CM1;CALC_CM2;année 2 SECTION_CP1;année 2 SECTION_CP2;année 2 SECTION_CE1;année 2 SECTION_CE2;année 2 SECTION_CM1;année 2 SECTION_CM2;année 1 SECTION_CP1;année 1 SECTION_CP2;année 1 SECTION_CE1;année 1 SECTION_CE2;année 1 SECTION_CM1;année 1 SECTION_CM2;bureaux;logement;eau;electricite;terrain spor;latrines;nbre cabines;cours jumelés;lesquels;dur;banco;autres;Salle;places assise;tables;chaises;Present M;Présent F;Tot Présent;Admis M;Admis F;Tot Admis;subvention Etat;PERI;APE;ONG;communaute;AUTRE;SUB _total;Ens Fonct M  (public/com);Ens Fonct F (public/com);Ens Fonct T (public/com);"Aux M 
 (public/com)";Aux F  (public/com);"Aux T
 (public/com)";"Vol. M
 (public/com)";"Vol. F
 (public/com)";"Vol. T
 (public/com)";Ens privé M + fonct/aux M privé;Ens privé F + fonct/aux F privé;Ens privé T + fonct/aux T privé;EnsT hors EV;Ens_Total;R2;Ecole;Total Elèves;Inspecteurs ;Inspectrices;Conseillers;Conseillères;pers. D'encadrement;% d'élèves ayant une place assise;% d'Enseignants fonctionnaires;Aléa dans l'allocation des ens. (R2);"% d'enseignants ""couverts"" par la norme de 300 enseignants par inspecteur";"% d'enseignants ""couverts"" par la norme de 60 enseignants par conseiller pédagogique";Taux brut d'admission au CP1;Taux net d'admission au CP1;Taux d'achèvement;Nombre de certifiés/pop 11 ans;Année 1 Effectif Total ;nb inspecteurs pour 100 écoles;nb conseillers pour 100 écoles;;insp/conseiller;école;enseignants;Nb Cogep PUBLIC + COM;Nb Cantines;Total RED;NR CP2 A2 / Eff CP1 A1;NR CE1 A2 / Eff CP2 A1;NR CE2 A2 / Eff CE1 A1;NR CM1 A2 / Eff CPE2 A1;NR CM2 A2 / Eff CM1 A1;An1 Effectif Public;NR CP2 A2 / Eff CP1 A1 garçons;NR CE1 A2 / Eff CP2 A1 garçons;NR CE2 A2 / Eff CE1 A1 garçons;NR CM1 A2 / Eff CPE2 A1 garçons;NR CM2 A2 / Eff CM1 A1 garçons;An1 Nbre Total GP;NR CP2 A2 / Eff CP1 A1 filles;NR CE1 A2 / Eff CP2 A1 filles;NR CE2 A2 / Eff CE1 A1 filles;NR CM1 A2 / Eff CPE2 A1 filles;NR CM2 A2 / Eff CM1 A1 filles;Tx de reténtion;% de non- redoublants;Indice de parité de réussite au CEPD;Indice de parité de rétention;Indice de parité de % de non-redoublants;Zone urbaine?;Accès à l'école toute l'année ? ;Electricité  ? ;Eau?;Latrines ?;% de places assises /élève;"% élèves dans des salles de 
classe de moins de 40 élèves ";"% élèves qui partage leur 
enseignant avec moins de 40 élèves";% élève ayant un manuel de lecture;% élève ayant un manuel de calcul;% de salles matériaux permanent;Tx de rétention;% non-redoublants;Indice contexte/moyens;Indice résultat;CP1 public;CP2 public;CE1 public;CE2 public;CM1 public;CM2 public;total eff public/com;Enseignants Qualif H;Enseignants Qualif F;Nvx Inscr F;Nvx Inscr G;Nvx inscrits Total;Const_bat;Renov_Bat;Achat_Mob;Renov_Mob;Achat_Equip_Pedag;Achat_Manuels_Scol;Salaire_Ens;Salaire_Autres;Appui_Cantine;Autres_Depenses;Const/Renov Bat;Mobilier;Mat. Didag./manuels;Total Enseignants Hommes;Total Enseignants Femmes;Français_T;Maths_T;Leçons_T;Ensemble_T;Sup10_Fran;Sup10_Math;Sup10_Lec;Sup10_Global
BASSAR_NORD;KARA;80;0;3;83;0;65;1646;1331;1110;1081;1088;1088;7344;1568;1269;1062;970;990;754;6613;13957;1634;1175;1061;909;1016;688;1560;1110;1025;798;926;506;1578;1578;1173;1144;1067;1080;6212;1511;1151;1025;998;876;651;2521;1480;1764;1622;1332;695;2161;1328;1647;1659;1310;1033;86;85;83;82;80;77;84;81;81;80;78;75;286;152;16;5;57;37;228;250;;351;107;95;553;11202;1511;1151;11;0;11;0;2521;2521;6297000;0;108000;;;121600;6526600;226;9;235;5;0;5;98;8;106;7;0;7;247;0;72,57743678;83;13957;1;0;1;0;2;80,26080103;97,91666667;72,57743678;100;24,29149798;1,528681764;;0,89691994;1,893748047;13832;1,204819277;1,204819277;IEPP BASSAR NORD;2;83;247;78;0;1549;0,739721593;0,764382558;0,776615105;0,906629318;0,614513639;12384;0,744613435;0,672370089;0,774936061;0,888111888;0,6447985;493;0,734612839;0,890529974;0,778536585;0,927855711;0,577625571;0,244650542;0,889016264;0,796275327;0,813924062;0,985266057;0;0,78313253;0,060240964;0,192771084;0,445783133;0,80260801;1;0,707888515;0,716383837;0,695380869;0,634719711;0,244650542;0,889016264;0,58483961;0,685158406;3104;2468;2077;1945;1952;1595;13141;292;14;696;778;1474;25000;152500;418850;907825;2993775;1532600;9322350;1561600;0;3684600;177500;1326675;4526375;336;17;7,464787879;9,291272727;11,13806061;9,276571429;0,182545455;0,419636364;0,594909091;0,381818182
BASSAR_SUD;KARA;85;0;4;89;24;70;1752;1646;1533;1489;1359;1359;9138;1667;1558;1449;1451;1256;878;8259;17397;1752;1406;1533;1191;1359;959;1667;1339;1449;1147;1256;765;1723;1723;1676;1440;1503;1297;7992;1672;1588;1349;1466;1057;860;2649;1691;1766;1593;1430;898;524;611;1690;1449;1409;1163;89;89;89;86;85;83;90;89;86;86;84;82;247;131;30;8;75;46;262;246;;397;106;86;589;12753;1672;1588;15;0;15;0;2649;2649;8961000;25000;7951900;;;949200;17887100;261;30;291;3;1;4;67;10;77;9;0;9;304;0;77,9356186;89;17397;1;0;1;0;2;73,30574237;98,6440678;77,9356186;98,68421053;19,73684211;1,308684467;;1,028877408;1,5809143;17354;1,123595506;1,123595506;IEPP BASSAR SUD;2;89;304;82;0;1574;0,808541973;0,900634249;0,772892562;0,899862354;0,6734375;15576;0,816018572;0,88972722;0,710620525;0,94375;0,638057219;521;0,800837321;0,912468514;0,850259451;0,85675307;0,723746452;0,341070011;0,909524631;0,948788742;0,806409216;0,972219315;0,269662921;0,786516854;0,08988764;0,337078652;0,516853933;0,733057424;1;0,698971087;0,626570018;0,427794788;0,674023769;0,341070011;0,909524631;0,59557148;0,792902618;3215;3026;2821;2726;2420;1795;16003;336;42;638;610;1248;0;185000;535700;687350;2968500;1194400;2439000;507000;0;2480750;185000;1223050;4162900;340;41;9,160072267;12,72439024;14,48581752;11,68629501;0,356639566;0,820054201;0,866124661;0,779403794
BINAH;KARA;91;0;7;98;4;87;1856;1573;1279;1493;1276;1276;8753;1723;1497;1276;1426;1157;1147;8226;16979;1856;1245;1279;1211;1276;967;1723;1226;1276;1129;1157;781;1617;1617;1522;1347;1344;1284;7585;1558;1398;1272;1288;1085;984;3159;2797;2577;2210;1958;1133;280;175;2265;1887;1812;1562;93;95;89;93;82;83;94;95;92;93;83;79;246;198;38;24;75;56;233;308;;549;61;68;678;14505;1558;1398;2;16;18;4;3159;3163;8480000;0;0;;;0;8480000;278;37;315;0;0;0;22;2;24;31;5;36;351;;80,47470248;98;16979;1;0;1;0;2;85,42905943;100;80,47470248;85,47008547;17,09401709;1,406413949;;0,985942298;1,784059205;16316;1,020408163;1,020408163;IEPP BINAH;2;98;351;88;5;1853;0,778267717;0,847429519;0,837508948;0,923339658;0,719637711;14772;0,769944341;0,790970934;0,795663601;0,947290275;0,719494048;535;0,78690629;0,912732475;0,887578616;0,898291925;0,719815668;0,367026534;0,890865186;0,879823217;0,80121208;0,990447171;0,040816327;0,887755102;0,244897959;0,387755102;0,571428571;0,854290594;1;0,826903822;0,876507171;0,506472903;0,809734513;0,367026534;0,890865186;0,667213505;0,742961146;3309;2840;2344;2692;2240;2333;15758;325;42;1731;1714;3445;153000;247000;400650;1919175;5980961;2954935;25000;76300;0;3814068;400000;2319825;8935896;331;44;7,281721206;11,34071222;12,71398781;10,16497663;0,230028874;0,670356112;0,693455245;0,528392685
DANKPEN;KARA;148;2;3;153;11;121;4723;2968;2652;2380;2130;2130;16983;5166;2968;2472;2101;1647;1342;15696;32679;4690;2658;2618;2089;2098;1501;5134;2694;2447;1799;1620;1022;4319;4319;2877;2501;2264;1934;13432;3994;2683;2178;1882;1535;1160;6369;3694;4366;4091;3092;1543;3043;3008;4350;3789;3026;2073;152;152;151;152;148;148;155;151;152;150;148;149;484;227;26;7;115;79;369;506;;594;118;206;918;19560;3994;2683;13;11;24;0;6369;6369;15527000;941807;510000;;;20939964;37918771;426;38;464;22;3;25;132;13;145;13;0;13;502;;61,10958411;153;32679;1;0;1;0;2;59,85495272;94,88752556;61,10958411;59,76095618;11,95219124;1,688689465;;0,728421403;1,83880932;31646;0,653594771;0,653594771;IEPP DANKPEN;2;153;502;143;27;2309;0,643810899;0,723364753;0,769139466;0,848277436;0,664122137;28706;0,615420236;0,606158833;0,72610358;0,838864454;0,662985866;903;0,674511768;0,912038763;0,825987144;0,860786397;0,665798046;0,20179325;0,929343003;0,748509296;0,517295647;0,983128148;0,071895425;0,790849673;0,045751634;0,169934641;0,516339869;0,598549527;1;0,614461887;0,722014344;0,601465544;0,647058824;0,20179325;0,929343003;0,560599719;0,637580953;9824;5866;5062;4427;3719;3172;32070;545;50;755;771;1526;145500;234000;1903389;2354490;9756667;4794540;286700;111725;3051575;6403922;379500;4257879;14551207;593;54;5,887858642;11,35496851;12,02192676;9,342022393;0,108817355;0,674247726;0,667249825;0,445416375
DOUFELGOU;KARA;106;0;9;115;33;98;1931;1732;1518;1524;1336;1336;9377;1943;1684;1538;1572;1230;965;8932;18309;1931;1439;1518;1184;1336;957;1943;1452;1536;1188;1230;860;1999;1999;1655;1422;1512;1270;8908;2127;1660;1471;1509;1257;884;3149;2798;2531;2335;2107;1445;933;1634;2141;1883;1844;1498;112;113;115;114;114;110;114;115;112;114;112;110;287;175;57;26;84;82;393;300;;730;97;79;906;16472;2127;1660;32;0;32;0;3149;3149;10555000;0;690150;;;2652000;13897150;267;36;303;5;0;5;159;30;189;30;0;30;338;;62,2228542;115;18309;0;1;1;0;2;89,96668305;98,37662338;62,2228542;88,75739645;17,75147929;1,372195448;;0,938474942;1,626448867;18765;0,869565217;0,869565217;IEPP DOUFELGOU;2;115;338;106;3;1735;0,700678623;0,834654277;0,758797185;0,875469123;0,656193572;16426;0,71985993;0,75937969;0,715407855;0,9395218;0,632936508;678;0,682651622;0,925301205;0,807613868;0,815109344;0,684168656;0,254931797;0,905237861;0,947268133;0,817452681;0,970645148;0,286956522;0,852173913;0,226086957;0,495652174;0,713043478;0,899666831;1;0,73843465;0,864632238;0,597869267;0,805739514;0,254931797;0,905237861;0,705335148;0,781343;3629;3159;2802;2843;2347;1834;16614;383;49;558;614;1172;277000;194000;676700;971293;7809490;3419308;541400;27000;2872900;5147665;471000;1647993;11228798;461;66;10,50469545;11,91205898;15,02044936;12,30437072;0,571879937;0,708267509;0,870984729;0,79252238
KERAN;KARA;104;0;4;108;12;74;2916;2066;1839;1647;1476;1476;11420;2652;1900;1617;1392;1286;1148;9995;21415;2916;1711;1838;1335;1476;829;2652;1599;1617;1086;1286;675;2524;2524;2034;1845;1624;1388;9235;2322;1858;1562;1393;1127;973;4165;3419;3532;3073;2702;1399;464;521;3775;3179;2673;2034;107;102;100;100;98;97;103;103;103;99;98;97;267;151;31;12;77;66;335;363;;580;78;113;771;15466;2322;1858;6;0;6;0;4165;4165;9040000;9990400;297500;;;20908610;40236510;321;23;344;0;0;0;56;3;59;10;1;11;355;;76,69113162;108;21415;1;0;2;0;3;72,22040626;100;76,69113162;84,50704225;33,8028169;1,400300086;;0,631828205;1,749710423;21174;0,925925926;1,851851852;IEPP KERAN;3;108;355;98;10;2395;0,683037557;0,788452761;0,673248053;0,852995676;0,546710287;19042;0,677892235;0,728209192;0,656342183;0,8;0,51046798;604;0,688630491;0,870290635;0,695262484;0,923187365;0,598935226;0,169082805;0,888162503;0,797613984;0,574297019;0,992045668;0,111111111;0,685185185;0,111111111;0,287037037;0,611111111;0,722204063;1;0,663086622;0,888432781;0,595562723;0,75226978;0,169082805;0,888162503;0,61892596;0,61954344;5416;3813;3298;2892;2609;2435;20463;388;29;973;1012;1985;278000;1647700;1191996;1870115;9199839;5407413;44262500;9161500;3910000;115689089;1925700;3062111;14607252;387;27;4,952031775;10,1394363;10,22525206;8,106373576;0,073327223;0,575160403;0,507332722;0,296058662
KOZAH_CENTRE;KARA;77;0;38;115;93;112;2334;2257;2141;1982;2042;2042;12798;2272;2130;2122;2151;2158;1894;12727;25525;2331;2034;2080;1697;1980;1517;2269;1971;2060;1841;2082;1728;2333;2333;2076;1954;2010;1871;12146;2127;1992;2005;2183;2112;1727;3335;1699;1711;1611;1545;1189;648;244;1651;1589;1621;1508;115;112;112;118;114;111;110;107;115;113;110;104;181;128;59;41;57;56;189;150;;763;36;71;870;21791;2127;1992;15;113;128;44;3335;3379;8622000;5000;370500;;;0;8997500;237;121;358;1;0;1;32;14;46;160;48;208;567;;58,38910388;115;25525;0;1;0;1;2;85,3712047;99,72144847;58,38910388;52,91005291;10,58201058;0,695526693;;0,635886401;0,662144884;24723;0,869565217;0,869565217;IEPP KOZAH CENTRE;2;115;567;76;0;1935;0,897982063;0,957225434;0,866944376;0,981870921;0,787239204;17947;0,871838834;0,891555937;0,81743738;1,013306039;0,754726368;682;0,926657264;1,034136546;0,918204489;0,953733394;0,818181818;0,576015588;0,924191969;0,965918555;0,707711426;0,968490489;0,808695652;0,973913043;0,356521739;0,513043478;0,486956522;0,853712047;1;0,888540646;0,593301947;0,388454954;0,877011494;0,576015588;0,924191969;0,728113834;0,826733386;3411;3230;3123;3098;3194;2636;18692;369;157;978;1260;2238;260000;147525;347565;1029545;3671235;1088665;8106800;973550;0;5241855;407525;1377110;4759900;430;183;11,83436245;11,37413404;15,23162651;12,69703098;0,703915663;0,638253012;0,877409639;0,818072289
KOZAH_NORD;KARA;58;0;13;71;0;65;1029;972;946;922;964;964;5797;974;931;924;959;913;855;5556;11353;1029;884;944;803;958;804;974;846;924;859;908;830;1031;1031;946;905;992;956;5752;1005;954;951;1002;981;859;2335;2105;2094;1687;1750;1506;1434;764;1784;1504;1462;1468;68;68;69;69;69;69;67;69;67;68;70;69;154;65;26;10;40;55;334;167;;613;66;19;698;12252;1005;954;15;2;17;1;2335;2336;5395000;30000;2173700;;;226938;7825638;185;33;218;1;1;2;37;8;45;35;4;39;259;;64,44256752;71;11353;1;0;1;1;3;100;99,09090909;64,44256752;100;46,33204633;0,302856514;;0,320196727;0,457759825;11613;1,408450704;2,816901408;IEPP KOZAH NORD;3;71;259;57;1;590;0,849705305;0,941057935;0,87612019;0,978500262;0,828180436;9659;0,857419981;0,915615907;0,848837209;1,058563536;0,810483871;412;0,841791045;0,968553459;0,903259727;0,906187625;0,846075433;0,567720128;0,948031357;0,995478413;0,987586427;0,972961985;0;0,915492958;0,14084507;0,366197183;0,774647887;1;1;0,912534132;1;0,890111052;0,878223496;0,567720128;0,948031357;0,739080072;0,903191122;1718;1608;1579;1589;1547;1414;9455;255;47;1786;1913;3699;159000;161750;92500;344350;2215010;1112118;4760800;843000;870000;2525700;320750;436850;3327128;258;46;11,25377287;16,20217883;16,483588;14,13101302;0,630447085;0,973401245;0,934352009;0,947368421
KOZAH_SUD;KARA;55;1;4;60;0;48;1014;829;760;759;783;783;4928;962;833;770;776;797;631;4769;9697;1000;702;745;623;740;589;952;706;757;620;756;509;993;993;820;793;803;802;4650;960;810;733;842;703;602;2004;1226;1012;895;886;617;504;237;1103;989;891;828;60;59;59;59;58;58;59;60;57;58;58;58;139;78;41;6;54;42;244;194;;374;84;39;497;10030;960;810;3;9;12;1;2004;2005;4655000;3865000;818700;;;870000;10208700;182;13;195;1;0;1;43;3;46;13;1;14;210;;80,62053962;60;9697;1;0;2;0;3;100;99,48979592;80,62053962;100;57,14285714;0,29514524;;0,215162795;0,392897453;9854;1,666666667;3,333333333;IEPP KOZAH SUD;3;60;210;55;1;998;0,72094214;0,833056018;0,800386349;0,914984709;0,729083665;9176;0,70694864;0,750251762;0,759756098;0,933165195;0,733499377;353;0,735416667;0,934567901;0,845839018;0,897862233;0,724039829;0,320675289;0,897081572;0,916595727;0,729832433;0,990015809;0;0,8;0,1;0,683333333;0,7;1;1;0,866247293;0,717292254;0,493816446;0,752515091;0,320675289;0,897081572;0,675675198;0,761376601;1891;1598;1465;1470;1497;1297;9218;210;15;592;669;1261;0;447000;406500;433000;1564750;1957050;3148000;669000;10000;1711055;447000;839500;3521800;239;17;9,467566852;13,91322478;13,23351867;11,95512311;0,428117554;0,856235107;0,729150119;0,714058777
CINKASSE;SAVANES;68;2;29;99;23;88;2267;2297;1874;1903;1629;1629;11599;2229;2173;1645;1693;1384;1359;10483;22082;2267;1980;1874;1586;1629;1298;2229;1905;1645;1412;1384;1093;2246;2246;2236;1673;2050;1503;10060;2199;1857;1483;1696;1343;1482;3936;2323;2765;2500;1735;1006;2558;1881;2424;2311;1778;1371;98;99;97;94;89;87;95;93;91;88;84;84;235;181;61;14;48;67;351;220;;529;48;61;638;18473;2199;1857;16;102;118;33;3936;3969;4920080;308000;4696800;;;20049469;29974349;228;15;243;0;0;0;45;16;61;119;33;152;395;;53,47794882;99;22082;1;0;1;1;3;83,65637171;100;53,47794882;75,94936709;30,37974684;1,276357331;;0,951707818;1,579811096;22014;1,01010101;2,02020202;IEPP CINKASSE;3;99;395;67;6;1780;0,874015748;0,857665123;0,80613068;0,894330662;0,704686118;14852;0,881567231;0,834372217;0,709302326;0,97369994;0,633170732;564;0,866302865;0,885837372;0,952124073;0,816037736;0,81384959;0,380834509;0,919391359;0,920216532;0,662858676;0,994088504;0,232323232;0,888888889;0,141414141;0,616161616;0,676767677;0,836563717;1;0,715514899;0,961123838;0,830278938;0,829153605;0,380834509;0,919391359;0,727349213;0,744466951;3015;3022;2334;2430;2033;2008;14842;351;49;10252;11694;21946;26642487;153000;812500;949075;7638415;3700150;11937400;863600;7801176;4332925;26795487;1761575;11338565;392;64;7,240868985;11,605494;13,090079;10,33072814;0,225300092;0,677131425;0,742382271;0,589412127
KPENDJAL;SAVANES;133;2;6;141;5;95;4640;3667;2792;2685;2125;2125;18034;4813;3321;2328;2163;1666;1694;15985;34019;4634;3116;2774;2241;2106;1748;4811;2886;2323;1774;1651;1331;4434;4434;3505;2707;2619;2372;15190;3779;2872;2224;2165;1883;2267;5883;4999;5398;4920;3440;1783;4641;6192;4808;4654;3296;2281;153;148;144;142;133;130;148;143;137;136;131;139;500;291;69;12;102;105;612;411;;843;66;171;1080;24364;3779;2872;14;0;14;0;5883;5883;13124000;21668235;4124550;;;45794556;84711341;487;19;506;3;0;3;93;8;101;4;0;4;513;;76,22228371;141;34019;1;0;2;0;3;71,61880126;99,41060904;76,22228371;58,47953216;23,39181287;1,150019881;;0,589009002;1,125410834;35261;0,709219858;1,418439716;IEPP KPENDJAL;3;141;513;134;27;2624;0,730792646;0,697645771;0,700820388;0,771141215;0,683918259;32576;0,702751466;0,625620207;0,639372325;0,777983007;0,667430317;850;0,763694099;0,808844011;0,797661871;0,762586605;0,70685077;0,188440382;0,922866633;0,887023007;0,549569287;0,996938988;0,035460993;0,673758865;0,085106383;0,489361702;0,744680851;0,716188013;1;0,603192334;0,797607758;0,791458901;0,780555556;0,188440382;0,922866633;0,64262312;0,699997296;9163;6744;4893;4627;3588;3674;32689;589;31;922;1034;1956;1014000;538275;1066260;1803980;14599745;6345675;11072600;1242525;19154615;6464996;1552275;2870240;20945420;587;27;8,343682874;12,10183558;12,7920979;10,79167015;0,3891818;0,749267721;0,720952939;0,655145479
OTI_NORD;SAVANES;95;0;10;105;30;98;2443;2146;1827;2035;1569;1569;11589;2278;2118;1725;1875;1586;1982;11564;23153;2443;1789;1827;1701;1569;1477;2278;1796;1725;1536;1586;1500;2348;2348;2280;1892;1975;1683;11811;2258;2014;1746;2013;1693;2087;4145;3550;3238;2743;2075;1524;3527;2965;3213;2802;2152;1692;106;108;106;106;104;107;105;108;103;104;104;108;339;225;51;33;61;59;357;184;;552;71;145;768;17992;2258;2014;27;39;66;7;4145;4152;9267000;2936000;7116200;;;12322457;31641657;321;31;352;8;0;8;105;27;132;41;8;49;409;;70,4478501;105;23153;1;0;1;0;2;77,70915216;97,77777778;70,4478501;73,34963325;14,66992665;1,346075233;;1,299554749;1,812479448;24337;0,952380952;0,952380952;IEPP OTI NORD;2;105;409;88;17;1926;0,77833261;0,814305365;0,804023845;0,80793854;0,811613959;22215;0,761925043;0,778109029;0,746052632;0,829281184;0,747848101;637;0,795394154;0,856504469;0,879725086;0,787878788;0,886001181;0,334156016;0,916814236;0,864461533;0,655669018;0,966456503;0,285714286;0,933333333;0,314285714;0,485714286;0,561904762;0,777091522;1;0,706603896;0,799990738;0,757201074;0,71875;0,334156016;0,916814236;0,693197282;0,725852152;4367;3948;3271;3612;2897;3499;21594;430;57;1965;2433;4398;879000;1179050;584700;1165995;7397530;6675800;7844650;337000;288500;3233635;2058050;1750695;14073330;475;66;8,511420713;11,66431476;12,92382205;10,847217;0,306386032;0,683807702;0,707007893;0,617555609
OTI_SUD;SAVANES;114;6;6;126;0;87;3532;2463;2230;2095;1879;1879;14078;2936;2036;1780;1683;1365;1244;11044;25122;3532;2108;2230;1836;1879;1455;2936;1762;1780;1439;1365;963;3372;3372;2708;2331;2224;1926;11037;2786;2179;1752;1698;1431;1191;5309;3911;3816;3492;2595;1177;6676;4968;3435;3260;2549;1919;126;126;126;125;122;120;125;125;125;123;120;117;416;223;36;1;82;60;313;428;;446;93;177;716;16133;2786;2179;19;0;19;0;5309;5309;9725000;6248330;7528850;;;11922350;35424530;289;17;306;4;1;5;180;16;196;5;1;6;317;;67,87993382;126;25122;1;0;1;0;2;64,21861317;98,39228296;67,87993382;94,63722397;18,92744479;1,284158898;;0,751341047;1,649656584;26970;0,793650794;0,793650794;IEPP OTI SUD;2;126;317;116;5;1837;0,628450796;0,722392362;0,734304933;0,805162571;0,661559508;24079;0,62514828;0,661328588;0,677991137;0,806091806;0,654226619;745;0,632447954;0,816888481;0,821347032;0,803886926;0,672955975;0,177571541;0,926876841;0,863285813;0,643933763;0,998506889;0;0,69047619;0,007936508;0,285714286;0,476190476;0,642186132;1;0,504736884;0,857661921;0,934978242;0,622905028;0,177571541;0,926876841;0,583892375;0,706649781;6186;4301;3771;3573;3034;2804;23669;457;35;1373;1503;2876;1561607;1307500;1601600;2504000;10822832;8576350;10544550;599750;0;5354420;2869107;4105600;19399182;478;35;7,499152132;12,78601926;12,31492248;10,46058711;0,23255814;0,80559593;0,703851744;0,629723837
TANDJOUARE;SAVANES;128;1;12;141;4;101;3024;2855;2569;2759;2463;2463;16133;2746;2641;2394;2543;2362;2394;15080;31213;3019;2443;2563;2378;2463;2127;2742;2334;2390;2233;2362;2060;2891;2891;2882;2559;2784;2430;15227;2788;2695;2401;2649;2374;2320;4964;4367;4414;3888;3446;2618;4074;4581;3808;3938;3014;2569;144;144;142;142;140;136;140;138;141;140;135;137;469;284;52;2;42;91;502;257;;669;104;248;1021;24619;2788;2695;16;36;52;3;4964;4967;13128000;225000;4749425;;;32838950;50941375;469;27;496;8;0;8;149;12;161;42;3;45;549;;64,15707797;141;31213;1;0;0;1;2;78,87418704;98,41269841;64,15707797;54,64480874;10,92896175;1,041649867;;1,084000505;1,285939935;31664;0,709219858;0,709219858;IEPP TANDJOUARE;2;141;549;124;5;2099;0,84116922;0,886680988;0,872799546;0,926459293;0,81174874;29053;0,84503632;0,886544448;0,825121443;0,962485346;0,764008621;848;0,837159254;0,886827458;0,930029155;0,891657229;0,867733783;0,489568251;0,932752379;0,940781941;0,850859655;0,992451507;0,028368794;0,716312057;0,014184397;0,368794326;0,645390071;0,78874187;1;0,703553007;0,821614312;0,76222176;0,655239961;0,489568251;0,932752379;0,624045628;0,821648066;5417;5069;4604;4914;4472;4366;28842;630;38;1429;1742;3171;1490525;1192575;1952150;3673800;13319650;9896370;8703700;1084800;0;8703240;2683100;5625950;23216020;668;42;8,954239917;13,31416753;13,67945536;11,71273453;0,392967942;0,825646329;0,79524302;0,723474664
TONE_EST;SAVANES;129;0;24;153;25;114;3639;3344;2854;2981;2736;2736;18290;3426;2947;2605;2628;2379;2469;16454;34744;3525;2733;2757;2449;2642;2294;3321;2483;2501;2152;2293;1910;3501;3501;3354;2726;3207;2855;16735;3145;2932;2545;2741;2396;2976;5395;4143;4621;4164;3474;1544;3253;2665;3868;3698;3240;2361;155;155;153;155;153;158;153;153;153;154;153;159;487;329;93;40;61;102;448;350;;737;126;250;1113;26115;3145;2932;23;79;102;18;5395;5413;12735000;0;7156365;;;41740072;61631437;403;39;442;41;7;48;120;23;143;98;24;122;612;;72,00188767;153;34744;1;0;0;2;3;75,1640571;90,20408163;72,00188767;49,01960784;19,60784314;0,50251818;;0,442288464;0,56948322;35879;0,653594771;1,307189542;IEPP TONE EST;3;153;612;124;9;3684;0,784832982;0,817348049;0,779962706;0,90268886;0,750312333;30491;0,780634105;0,787489289;0,730172928;0,96918562;0,715310259;929;0,789507154;0,853001364;0,845579568;0,836556001;0,797161937;0,338874025;0,893967304;0,946030489;0,819440585;0,993647478;0,163398693;0,745098039;0,261437908;0,607843137;0,666666667;0,751640571;1;0,704582086;0,788414119;0,644654619;0,662174304;0,338874025;0,893967304;0,65816258;0,781768624;6066;5362;4576;4763;4303;4535;29605;628;85;1568;1683;3251;3799050;2044900;1458600;2817550;17616500;11682800;8560515;1190000;5858015;9276445;5843950;4276150;29299300;662;93;8,554269099;12,83528945;13,69064235;11,28204939;0,350515464;0,808723236;0,792386994;0,698651864
